title,genre_name
The Passion of Joan of Arc,Drama
Ben-Hur: A Tale of the Christ,Adventure
The Cabinet of Dr. Caligari,Drama
Broken Blossoms,Drama
Gorky Park,Thriller
The First Great Train Robbery,Thriller
"Greystoke: The Legend of Tarzan, Lord of the Apes",Adventure
Guarding Tess,Comedy
Hannah and Her Sisters,Comedy
The Hard Way,Action
Hercules in New York,Action
Highlander II: The Quickening,Action
Hoffa,Crime
House of Cards,Drama
Housesitter,Comedy
Hudson Hawk,Action
Invasion of the Body Snatchers,Horror
Mindwalk,Drama
Kafka,Comedy
Kindergarten Cop,Comedy
King Ralph,Comedy
Knight Moves,Mystery
The Last Boy Scout,Action
Last Tango in Paris,Drama
Lorenzo's Oil,Drama
The Lover,Drama
Matador,Drama
Mr. Destiny,Fantasy
The Night of the Hunter,Thriller
Nowhere to Run,Action
Only the Lonely,Comedy
Over the Top,Action
Passenger 57,Action
Presumed Innocent,Drama
Project X,Drama
Proof,Drama
Pure Luck,Comedy
Battle Royale,Drama
The Wedding Banquet,Comedy
"Salò, or the 120 Days of Sodom",History
A Midnight Clear,Drama
Summer School,Comedy
Silverado,Action
Quick Change,Comedy
Rabid,Horror
Radio Flyer,Drama
The Real McCoy,Action
Revenge,Thriller
The Secret of My Success,Comedy
Show Me Love,Comedy
Streets of Fire,Action
Teen Wolf,Comedy
High Heels,Comedy
Things You Can Tell Just by Looking at Her,Drama
Thunderheart,Action
To Live and Die in L.A.,Action
Trapped in Paradise,Action
Betty Blue,Drama
Vivre Sa Vie,Drama
Wild at Heart,Comedy
The Witches,Adventure
The Witches of Eastwick,Fantasy
Year of the Dragon,Action
Nothing to Lose,Action
Flying Down to Rio,Comedy
Follow the Fleet,Comedy
What's New Pussycat?,Comedy
Mary of Scotland,Drama
Roberta,Comedy
Little Women,Drama
Swing Time,Comedy
The Public Enemy,Drama
A Midsummer Night's Dream,Fantasy
Life with Father,Comedy
National Velvet,Drama
Jesus Christ Superstar,Drama
Dark Victory,Drama
Birdman of Alcatraz,Drama
Aguirre: The Wrath of God,Adventure
Beauty and the Beast,Drama
The Birth of a Nation,Drama
The Blue Kite,Drama
Juliet of the Spirits,Comedy
Last Year at Marienbad,Drama
The Tragedy of Macbeth,War
Red River,Western
A Woman Under the Influence,Romance
Stagecoach,Adventure
A Shot in the Dark,Comedy
The Navigator,Action
The Court Jester,Action
Bullitt,Action
Way Down East,Drama
Jezebel,Drama
The Hunchback of Notre Dame,Romance
42nd Street,Music
I'm No Angel,Comedy
That Touch of Mink,Comedy
Sweet Dreams,Drama
"Play It Again, Sam",Comedy
Send Me No Flowers,Comedy
Pygmalion,Drama
A Passage to India,Drama
Black Orpheus,Drama
Amarcord,Comedy
Hero,Drama
Horse Feathers,Comedy
Anna Karenina,Drama
The Front Page,Romance
Attraction,Thriller
Looking for Mr. Goodbar,Drama
Rivers and Tides,Documentary
The Girl from Paris,Drama
Seven Days to Noon,Drama
Nausicaä of the Valley of the Wind,Adventure
CrissCross,Drama
Doc Hollywood,Comedy
Dragnet,Action
MadHouse,Comedy
1941,Action
A Shot at Glory,Drama
Black and White in Color,Drama
Foul Play,Comedy
Crime Story,Thriller
Beyond the Clouds,Drama
Blind Beast,Horror
Ryan's Daughter,Drama
Accident,Crime
Cabeza de Vaca,Action
The Collector,Mystery
Deep Red,Horror
Diabolique,Drama
Leprechaun,Comedy
Royal Space Force - The Wings Of Honneamise,Animation
Crazy People,Comedy
Dark Wolf,Horror
Adam's Rib,Comedy
King of Hearts,Comedy
Naked Lunch,Crime
Grass,Documentary
Spring Forward,Drama
The Killing of a Chinese Bookie,Thriller
Run,Action
Things to Come,Drama
Queen of Hearts,Comedy
Darling,Drama
A Summer Place,Drama
A Night at the Opera,Comedy
Metalstorm: The Destruction of Jared-Syn,Fantasy
The Element of Crime,Crime
Shoot the Piano Player,Drama
Stolen Kisses,Comedy
The Cooler,Drama
In America,Drama
The Legend of Leigh Bowery,Documentary
My Flesh and Blood,Documentary
Honey,Romance
The Last Samurai,Drama
What Alice Found,Drama
Big Fish,Adventure
Love Don't Cost a Thing,Comedy
Something's Gotta Give,Drama
Stuck on You,Comedy
Girl with a Pearl Earring,Drama
The Statement,Drama
The Lord of the Rings: The Return of the King,Adventure
Mona Lisa Smile,Drama
Calendar Girls,Comedy
The Fog of War,War
The Hebrew Hammer,Action
House of Sand and Fog,Drama
Two Men Went To War,Comedy
Monster,Crime
Cheaper by the Dozen,Comedy
Cold Mountain,Drama
Paycheck,Action
Peter Pan,Adventure
The Company,Drama
Young Black Stallion,Adventure
Japanese Story,Drama
Secret Things,Drama
Chasing Liberty,Comedy
My Baby's Daddy,Comedy
Aileen: Life and Death of a Serial Killer,Documentary
Distant,Drama
Along Came Polly,Comedy
Teacher's Pet,Animation
Torque,Action
Crimson Gold,Drama
Osama,Drama
The Great Gatsby,Drama
Wuthering Heights,Drama
Odds Against Tomorrow,Crime
Ship of Fools,War
Lord Love a Duck,Comedy
There's a Girl in My Soup,Comedy
This Property Is Condemned,Drama
Real Men,Action
Once Upon a Crime,Crime
Beyond Therapy,Comedy
Buster,Comedy
"Car 54, Where Are You?",Action
Blame It on the Bellboy,Comedy
Only the Strong,Action
The Adventures of Ford Fairlane,Action
Bonjour Tristesse,Drama
The Enforcer,Drama
The Men,Drama
Ransom,Action
The Pick-up Artist,Romance
Melvin Goes to Dinner,Comedy
The Court-Martial of Billy Mitchell,Drama
Crime Spree,Action
Beyond Re-Animator,Comedy
Final Cut,Drama
Hells Angels on Wheels,Adventure
The Wind and the Lion,Action
Mon oncle,Comedy
Where the Boys Are,Comedy
Dr. Jekyll and Mr. Hyde,Drama
Monsieur  Hulot's Holiday,Comedy
My Darling Clementine,Drama
People Will Talk,Comedy
I Was a Male War Bride,Comedy
Divorce American Style,Comedy
Kiss Them for Me,Comedy
To Have and Have Not,War
High Sierra,Adventure
Dark Passage,Crime
The Ox-Bow Incident,Action
They Drive by Night,Crime
Micki & Maude,Romance
Platinum Blonde,Comedy
Reefer Madness,Comedy
D.O.A.,Crime
The Boy with Green Hair,Drama
Pumping Iron,Documentary
No Good Deed,Action
The Trouble with Angels,Comedy
Cool World,Animation
Money for Nothing,Drama
The Silencers,Action
"Where Angels Go, Trouble Follows",Comedy
Heat and Dust,Drama
Mesmerized,Drama
La Strada,Drama
Ichi the Killer,Action
A Boy and His Dog,Drama
The Last Tycoon,Drama
Ashes and Diamonds,War
Marooned,Drama
King David,Action
Kanał,War
Cat Chaser,Action
Intolerance: Love's Struggle Throughout the Ages,Drama
The Beast of Yucca Flats,Horror
Tormented,Horror
The Violent Years,Drama
Chitty Chitty Bang Bang,Music
The Legend of Suriyothai,Drama
Plaza Suite,Comedy
The Out of Towners,Comedy
Where the Day Takes You,Drama
The Three Stooges in Orbit,Comedy
It,Drama
The Butterfly Effect,Science Fiction
Win a Date with Tad Hamilton!,Comedy
Touching the Void,Documentary
The Big Bounce,Comedy
The Perfect Score,Comedy
You Got Served,Drama
Latter Days,Drama
Barbershop 2:  Back in Business,Comedy
Catch That Kid,Family
Miracle,Drama
An Amazing Couple,Drama
The Dreamers,Drama
The Lost Skeleton of Cadavra,Comedy
Who's the Man?,Drama
Love at Large,Comedy
Hangin' With The Homeboys,Comedy
Sleep with Me,Comedy
Just Between Friends,Drama
Super Fly,Action
A Piece of the Action,Comedy
Let's Do It Again,Comedy
Uptown Saturday Night,Comedy
Hell's Kitchen,Crime
The Innocent,Drama
Daddy and Them,Drama
The Wilby Conspiracy,Action
Blacula,Horror
Scream Blacula Scream,Horror
Da Hip Hop Witch,Horror
Swing Shift,Comedy
Trespass,Action
Thirteen,Crime
Simple Men,Crime
The Sailor Who Fell from Grace with the Sea,Drama
Foolish Wives,Drama
"Silent Night, Bloody Night",Thriller
The Sin of Harold Diddlebock,Comedy
Pontiac Moon,Drama
Best Defense,Action
50 First Dates,Comedy
Welcome to Mooseport,Comedy
After Life,Crime
Kitchen Stories,Drama
The Code,Drama
Monsieur Ibrahim,Drama
Vanishing Point,Action
Diary of a Country Priest,Drama
The Thief of Bagdad,Action
The Diary of Anne Frank,Drama
Allegro non troppo,Fantasy
Black Widow,Mystery
Herod's Law,Comedy
Flesh + Blood,Adventure
King Solomon's Mines,Action
The Black Pirate,Adventure
Raw Deal,Action
"Goodbye, Mr. Chips",Drama
"Follow Me, Boys!",Drama
Fire Birds,Action
Robot Stories,Drama
Against the Ropes,Romance
Confessions of a Teenage Drama Queen,Comedy
EuroTrip,Comedy
The Passion of the Christ,Drama
Club Dread,Comedy
Dirty Dancing: Havana Nights,Drama
Twisted,Action
Alila,Comedy
"Good bye, Lenin!",Comedy
Hidalgo,Western
Starsky & Hutch,Comedy
The Reckoning,Crime
Persona,Drama
The Passion of Anna,Drama
Walk on the Wild Side,Drama
Tokyo Joe,Crime
The Serpent's Egg,Thriller
Fire Down Below,Action
Le Corbeau,Drama
The Front,Comedy
Pickup on South Street,Drama
The Damned,Drama
American Gun,Drama
Richard III,Drama
Quartet,Drama
Just One of the Guys,Comedy
The Chase,Thriller
The Kiss,Thriller
Wisconsin Death Trip,Drama
The Wrong Arm of the Law,Crime
Agent Cody Banks 2: Destination London,Comedy
The Girl Next Door,Comedy
Secret Window,Thriller
Spartan,Mystery
Broken Wings,Drama
Games People Play,Comedy
How to Draw a Bunny,Documentary
Wilbur Wants to Kill Himself,Comedy
Clifford,Comedy
Mad Dog and Glory,Comedy
The Wind in the Willows,Fantasy
Night Crossing,Adventure
Peyton Place,Drama
Walk Like a Man,Comedy
Dawn of the Dead,Fantasy
Eternal Sunshine of the Spotless Mind,Science Fiction
Taking Lives,Action
The Child I Never Was,Drama
Intermission,Romance
Noi the Albino,Drama
Jersey Girl,Comedy
The Ladykillers,Comedy
Never Die Alone,Action
Scooby-Doo 2: Monsters Unleashed,Mystery
A Foreign Affair,Comedy
Dogville,Crime
Ned Kelly,Action
Hellboy,Fantasy
Home on the Range,Animation
The Prince & Me,Comedy
Walking Tall,Adventure
The United States of Leland,Crime
Johnson Family Vacation,Comedy
The Alamo,Western
Ella Enchanted,Family
The Whole Ten Yards,Comedy
I'm Not Scared,Mystery
Shade,Action
Since Otar Left,Drama
Twentynine Palms,Drama
The Ten Commandments,Drama
Dawn of the Dead,Horror
"Brother Sun, Sister Moon",War
One Million Years B.C.,Action
Prey for Rock & Roll,Drama
"Mother, Jugs & Speed",Comedy
Bandolero!,Western
The Slugger's Wife,Drama
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Action
Cheaper by the Dozen,Comedy
Scenes from a Marriage,Drama
Baby the Rain Must Fall,Drama
Belles on their Toes,Comedy
Ned Kelly,Drama
Beyond the Stars,Science Fiction
Mac,Drama
The Food of the Gods,Horror
Food of the Gods II,Horror
Anna,Drama
Road to Bali,Comedy
The Flying Deuces,Comedy
Africa Screams,Comedy
Jack and the Beanstalk,Comedy
High Risk,Action
The Osterman Weekend,Action
Munchies,Comedy
The Cat and the Canary,Thriller
Hangman's Curse,Horror
Going in Style,Action
The Late Show,Mystery
The Sunshine Boys,Comedy
Jersey Girl,Comedy
The American Nightmare,Documentary
After Hours,Comedy
Viva Las Vegas,Comedy
Love and Anarchy,Drama
Hitman Hart: Wrestling with Shadows,Documentary
Connie and Carla,Music
Kill Bill: Vol. 2,Action
The Punisher,Action
Paper Clips,Documentary
Young Adam,Drama
13 Going on 30,Comedy
Man on Fire,Action
Clifford's Really Big Movie,Adventure
MC5: A True Testimonial,Music
Envy,Comedy
Godsend,Drama
Laws of Attraction,Action
Mean Girls,Comedy
Mickey,Drama
New York Minute,Comedy
Van Helsing,Horror
The Mudge Boy,Drama
Valentin,Drama
Breakin' All the Rules,Comedy
Troy,Adventure
Carandiru,Drama
Coffee and Cigarettes,Comedy
Strayed,Drama
Dance Me Outside,Drama
The Boys in the Band,Drama
Raid,Action
D-Tox,Action
Swimming to Cambodia,Comedy
Watch on the Rhine,Drama
Under Fire,War
Enemy Mine,Drama
Enter the Dragon,Action
Foreign Land,Drama
The Rolling Stones: Gimme Shelter,Documentary
Good Morning,Comedy
Happy Together,Drama
Henry & June,Romance
Berkeley in the Sixties,Documentary
The Nasty Girl,Comedy
Entre Nous,Drama
The Naked Prey,Action
Martin,Horror
The Three Faces of Eve,Drama
The Kingdom,Horror
Mercy,Drama
Desperate Hours,Mystery
The Passion of Ayn Rand,Drama
Along the Coast,Documentary
100 Girls,Comedy
Fail-Safe,Drama
Paperhouse,Drama
Dobermann,Action
The Discovery of Heaven,Drama
Kwaidan,Drama
Cat-Women of the Moon,Science Fiction
28 Up,Documentary
Chance,Comedy
You Only Live Twice,Action
Octopussy,Adventure
The Blue Gardenia,Crime
Wit,Drama
Never Say Never Again,Adventure
Maborosi,Drama
The Magic Flute,Fantasy
Midnight,Comedy
Pride and Prejudice,Drama
The Man in the Gray Flannel Suit,Drama
The Fountainhead,Drama
Old Acquaintance,Drama
In This Our Life,Drama
Woman of the Year,Comedy
Summertime,Drama
Soldier of Orange,Drama
Le Samouraï,Crime
White Palace,Drama
Oklahoma!,Western
Desert Hearts,Drama
Body Double,Crime
Rooster Cogburn,Western
Chaplin,Drama
The Miracle Worker,Drama
Monster in a Box,Comedy
I Come,Drama
Midnight,Drama
If You Only Knew,Comedy
School Ties,Drama
Girl,Comedy
Switch,Fantasy
Just Write,Romance
Raising Cain,Drama
Irma Vep,Drama
Buck Privates,Comedy
Nice Guys Sleep Alone,Comedy
Divorce Iranian Style,Documentary
Iron And Silk,Drama
Rose Red,Drama
Noises Off...,Comedy
Wildflowers,Drama
Babylon 5: In the Beginning,Action
Witchfinder General,Drama
Versus,Action
The Canterville Ghost,Comedy
The Prince and the Showgirl,Comedy
The China Syndrome,Thriller
Who the Hell Is Juliette?,Documentary
The Wages of Fear,Drama
Look Who's Talking Too,Romance
The Bells of St. Mary's,Drama
You Light Up My Life,Drama
The Delta Force,Action
Pat and Mike,Comedy
Animal Crackers,Comedy
"He Said, She Said",Comedy
Bedazzled,Fantasy
Cat People,Thriller
Camelot,Adventure
The Lonely Guy,Comedy
The Comedy of Terrors,Comedy
The Four Musketeers,Action
Good Guys Wear Black,Action
Steel Dawn,Action
On Deadly Ground,Action
Boy Meets Girl,Drama
Protocol,Comedy
The Postman Always Rings Twice,Crime
Matinee,Comedy
Forever Fever,Comedy
Virtual Sexuality,Comedy
Baxter,Horror
Explorers,Adventure
The Scent of Green Papaya,Drama
Pierrot le Fou,Drama
Weekend,Drama
One Hundred and One Nights,Comedy
Strange Cargo,Drama
Seven Girlfriends,Comedy
Tuesdays with Morrie,Drama
Temptation of a Monk,Drama
Alexander Nevsky,Drama
Jason and the Argonauts,Adventure
Same Old Song,Drama
Nostalgia,Drama
The Soft Skin,Drama
Tinker Tailor Soldier Spy,Thriller
Wintersleepers,Drama
The Driller Killer,Drama
Throne of Blood,Drama
The Best of Youth,Drama
Guncrazy,Drama
Bang Rajan,Action
Treasure Island,Adventure
Zorba the Greek,Adventure
Undercurrent,Drama
Bang Bang You're Dead,Drama
My Side of the Mountain,Action
The Thin Blue Lie,Drama
The Unsaid,Thriller
Twister,Drama
Sniper,Action
Don't Tell Anyone,Comedy
Ghost in the Machine,Horror
A Time for Drunken Horses,Drama
Genghis Blues,Documentary
To Hell and Back,Action
11'09''01 - September 11,Drama
"Bon Voyage, Charlie Brown (and Don't Come Back!)",Animation
Internal Affairs,Crime
The Parallax View,Crime
The Warriors,Action
Mayerling,Drama
Ambush,Drama
Babylon 5: A Call to Arms,Action
Babylon 5: The River of Souls,Action
Babylon 5: Thirdspace,Action
FM,Comedy
Waterloo,History
True Stories,Comedy
North Beach,Romance
Zardoz,Fantasy
School for Scoundrels,Comedy
The Virgin Spring,Crime
Ice Cold in Alex,Adventure
Mogambo,Adventure
Demon Lover Diary,Documentary
Second Skin,Romance
Victory,Drama
The Secret Life of Walter Mitty,Comedy
Cypher,Thriller
The Rack,War
Another Thin Man,Comedy
The Thin Man Goes Home,Comedy
Shadow of the Thin Man,Comedy
After the Thin Man,Comedy
Song of the Thin Man,Comedy
Woodstock,History
Junior Size 36,Romance
The Internecine Project,Action
Love Crazy,Comedy
Gunga Din,Action
Frank Herbert's Children of Dune,Drama
Frank Herbert's Dune,Action
Lammbock,Comedy
The Legend I,Adventure
Tremors 2: Aftershocks,Horror
Tremors 3: Back to Perfection,Action
The Peanut Butter Solution,Family
Hallelujah I'm a Bum,Music
Straight to Hell,Action
Margaret Cho: Notorious C.H.O.,Comedy
Friday Night,Drama
White Zombie,Horror
The Plague of the Zombies,Horror
I Walked with a Zombie,Drama
Highway 61,Comedy
The Vampire Lovers,Horror
Countess Dracula,Horror
The Cheerleaders,Comedy
How to Succeed in Business Without Really Trying,Comedy
Pat Garrett & Billy the Kid,Western
The Left Handed Gun,Drama
The Last Man on Earth,Horror
The Streetfighter,Action
Return of the Street Fighter,Action
"Duck, You Sucker",Western
Bring Me the Head of Alfredo Garcia,Action
Ride the High Country,Action
The Ballad of Cable Hogue,Action
Junior Bonner,Action
Master of the Flying Guillotine,Action
Frankenstein Must Be Destroyed,Horror
The Haunted Palace,Horror
Finder's Fee,Drama
The Whip and the Body,Mystery
Berlin: Symphony of a Great City,Documentary
Samurai Fiction,Action
Gidget,Comedy
Wild in the Streets,Comedy
The Indian Runner,Drama
Drunken Angel,Drama
Desperate Living,Comedy
The Devil's Rain,Horror
The Valachi Papers,Crime
Rolling Thunder,Action
Stray Dog,Crime
The Hidden Fortress,Adventure
High and Low,Mystery
After the Rehearsal,Drama
The People Under the Stairs,Comedy
My New Gun,Comedy
Dark Days,Documentary
A Night in Casablanca,Comedy
Zelig,Comedy
Face to Face,Drama
Shame,War
The Silence,Drama
Winter Light,Drama
Through a Glass Darkly,Drama
The Magician,Drama
Smiles of a Summer Night,Comedy
Summer with Monika,Drama
The Killers,Crime
The Night of the Iguana,Drama
Freud: The Secret Passion,Drama
Reflections in a Golden Eye,Thriller
Under the Volcano,Drama
Wise Blood,Comedy
The Yakuza,Action
A Better Place,Drama
Nightbreed,Action
Shock,Horror
Rabid Dogs,Drama
Baron Blood,Horror
Bloody Mama,Action
The Trip,Drama
Ken Park,Drama
Monterey Pop,Documentary
A Bridge Too Far,Drama
Infernal Affairs,Drama
A Tale of Two Sisters,Drama
Broadway Danny Rose,Comedy
From Beyond,Horror
The Wonderful Ice Cream Suit,Comedy
Robot Jox,Science Fiction
Dolls,Fantasy
Space Truckers,Comedy
Not of This Earth,Horror
Rock 'n' Roll High School,Comedy
Death Race 2000,Action
Cockfighter,Drama
A Bucket of Blood,Comedy
Premature Burial,Drama
The Wild Angels,Action
Bedlam,Horror
Planet of the Vampires,Science Fiction
Pure Country,Drama
Brigadoon,Music
Marjorie Morningstar,Drama
The Power of One,Drama
The Weather Underground,Documentary
Kikujiro,Comedy
I'm with Lucy,Comedy
"Spring, Summer, Fall, Winter... and Spring",Drama
The Phantom Tollbooth,Fantasy
The Getaway,Action
10 Rillington Place,Crime
Dark Water,Horror
The Thing Called Love,Music
The Thief,Drama
How to Steal a Million,Comedy
The Stendhal Syndrome,Crime
Dangan Runner,Crime
Support Your Local Sheriff,Comedy
Brain Donors,Comedy
Passed Away,Comedy
Mean Streets,Drama
Jack the Bear,Drama
I Am a Fugitive from a Chain Gang,Crime
Hamburger Hill,War
The Last Broadcast,Horror
Harper,Action
Sweet Bird of Youth,Drama
Dahmer,Drama
Paradise,Drama
Sundays and Cybele,Drama
Comes a Horseman,Romance
Grill Point,Comedy
Frankenstein Unbound,Drama
Shiri,Action
Bad Day at Black Rock,Crime
La Cucaracha,Drama
In China They Eat Dogs,Action
Delta Force 2: The Colombian Connection,Action
Crossroads,Drama
29th Street,Comedy
Seducing Doctor Lewis,Drama
City Limits,Action
Sammy and Rosie Get Laid,Drama
Leaving Normal,Drama
Sunrise: A Song of Two Humans,Drama
Shock Corridor,Drama
The First $20 Million Is Always the Hardest,Comedy
Au Revoir les Enfants,Drama
Sex: The Annabel Chong Story,Documentary
The Girl Next Door,Documentary
Gladiator 1992,Action
The Inheritance,Drama
Wonderful Days,Animation
Indestructible Man,Crime
The Wasp Woman,Horror
Attack of the Giant Leeches,Horror
Deranged,Crime
The Cruel Sea,Drama
Sodom and Gomorrah,Adventure
Dead or Alive,Action
Lola Montès,Drama
Charly,Drama
Twice Upon a Time,Animation
"Atlantis, the Lost Continent",Adventure
Lust for Life,Drama
La Dolce Vita,Comedy
Jin-Roh: The Wolf Brigade,Animation
Rush,Crime
Captain Blood,Adventure
The Lift,Horror
Batteries not Included,Comedy
Educating Rita,Drama
On Moonlight Bay,Comedy
Sansho the Bailiff,Drama
Zazie dans le métro,Comedy
The Americanization of Emily,Comedy
Anne of the Thousand Days,Drama
Baby Doll,Drama
L'Avventura,Drama
Beyond the Valley of the Dolls,Comedy
Hiroshima Mon Amour,Drama
"The 1,000 Eyes of Dr. Mabuse",Mystery
Ugetsu,Fantasy
At Play in the Fields of the Lord,Drama
The Golden Coach,History
The War Is Over,War
Mystery of the Wax Museum,Horror
The Day of the Jackal,Action
The Razor's Edge,Drama
The Walking Dead,Crime
War of the Buttons,Family
The Other,Drama
Dexter the Dragon & Bumble the Bear,Animation
Night of the Living Dead,Horror
Drums Along the Mohawk,Romance
The Maltese Falcon,Crime
I Love You Again,Comedy
Safety Last!,Comedy
While the City Sleeps,Drama
The Way Ahead,Drama
Little Murders,Comedy
Viridiana,Drama
Totally Fucked Up,Comedy
Masterminds,Comedy
You're a Big Boy Now,Comedy
Lupin the Third: The Castle of Cagliostro,Adventure
Arizona Dream,Fantasy
Chaos,Drama
Queen Christina,Drama
Battleground,Action
Citizen Toxie: The Toxic Avenger IV,Comedy
Hooper,Action
The Crazy Stranger,Drama
3 Women,Drama
The Green Pastures,Drama
Take Me Out to the Ball Game,Comedy
Grey Gardens,Documentary
Frogs,Horror
Purple Rain,Drama
Signs of Life,Drama
Point of No Return,Crime
Short Time,Comedy
The Hairdresser's Husband,Comedy
Cromwell,Drama
Jamon Jamon,Comedy
College,Drama
Mitchell,Crime
Ten Little Indians,Crime
The Idiot,Romance
Used People,Comedy
The Swan,Comedy
The Most Dangerous Game,Adventure
The Front Page,Comedy
Dolls,Drama
Three Came Home,War
Our Man in Havana,Drama
The Man Who Came to Dinner,Comedy
Sunday Bloody Sunday,Drama
The Cowboys,Action
Make Way for Tomorrow,Drama
The Major and the Minor,Comedy
The Caine Mutiny,Drama
Black Narcissus,Drama
H.M.S. Defiant,History
Escape from Alcatraz,Crime
Oliver Twist,Adventure
Skokie,TV Movie
Shrek 2,Adventure
The Day After Tomorrow,Action
Raising Helen,Drama
Soul Plane,Romance
Baadasssss!,Drama
The Mother,Drama
Saved!,Comedy
Time of the Wolf,Drama
Harry Potter and the Prisoner of Azkaban,Adventure
Mindhunters,Mystery
Zatoichi,Adventure
The Chronicles of Riddick,Action
Garfield,Animation
The Stepford Wives,Action
Bright Future,Drama
The Hunting of the President,Documentary
Napoleon Dynamite,Comedy
City of Joy,Drama
The Doctor,Drama
The Dresser,Drama
Father Hood,Action
For Me and My Gal,Drama
Hello Again,Fantasy
Hope Springs,Comedy
Love Finds Andy Hardy,Comedy
Lover Come Back,Comedy
Police Academy: Mission to Moscow,Comedy
Ring of Bright Water,Drama
Big Wednesday,Drama
Fool for Love,Drama
Give My Regards to Broad Street,Drama
The Hi-Line,Drama
The Last of Sheila,Crime
The Playboys,Drama
Star!,Drama
We're Not Married!,Comedy
Wish You Were Here,Comedy
The Adventures of Sherlock Holmes,Crime
Book of Love,Comedy
Helen of Troy,Action
The Hound of the Baskervilles,Mystery
Hour of the Wolf,Drama
The Molly Maguires,Drama
Suddenly,Crime
Urban Ghost Story,Mystery
Possessed,Drama
Dying of Laughter,Comedy
Kings Row,Romance
The Kid Brother,Comedy
The Divorcee,Drama
Meet the Applegates,Comedy
Robot Carnival,Animation
Americathon,Comedy
The Chipmunk Adventure,Adventure
Sands of Iwo Jima,Action
This Island Earth,Mystery
The ComDads,Comedy
Anthony Adverse,Action
Blackboard Jungle,Drama
Moment by Moment,Drama
It Had to Be You,Comedy
Luna Papa,Drama
The Long Way Home,Documentary
Investigation of a Citizen Above Suspicion,Drama
True Love,Comedy
To Each His Own,Drama
The Heiress,Drama
State Fair,Music
Dragon Seed,Drama
Executive Suite,Drama
Johnny Belinda,Drama
Super Size Me,Documentary
Johnny Eager,Drama
None But the Lonely Heart,Drama
La Jetée,Romance
"Distant Voices, Still Lives",Drama
The King of Kings,Drama
Northwest Passage,Adventure
The Picture of Dorian Gray,Fantasy
The Born Losers,Action
The Human Condition I: No Greater Love,War
Samsara,Romance
Bachelor Mother,Comedy
Please Don't Eat the Daisies,Comedy
Siddhartha,Drama
White Heat,Crime
Scrooge,Fantasy
Memphis Belle,Drama
The Cincinnati Kid,Drama
Animal Factory,Crime
The Panic in Needle Park,Drama
Pretty Baby,Drama
Godzilla vs. Mechagodzilla,Action
The Hitcher,Action
Show Boat,Music
Ivanhoe,Action
Box of Moonlight,Comedy
The Eel,Drama
Fear X,Thriller
Freaks,Drama
The Immigrant,Comedy
Silent Movie,Comedy
A Matter of Life and Death,Fantasy
Anna Christie,Drama
It Lives By Night,Horror
Deep Cover,Action
Dr. Jekyll and Mr. Hyde,Horror
My Little Chickadee,Comedy
The High and the Mighty,Action
The Ugly Dachshund,Comedy
Around the World in 80 Days,Action
I'll Sleep When I'm Dead,Drama
DodgeBall: A True Underdog Story,Comedy
The Terminal,Comedy
Dear Frankie,Drama
White Chicks,Comedy
The Door in the Floor,Drama
The Notebook,Romance
Two Brothers,Adventure
De-Lovely,Drama
The Intended,Thriller
Kaena: The Prophecy,Animation
Back to Bataan,Drama
Bloodhounds of Broadway,Drama
A Day at the Races,Comedy
Flying Leathernecks,Action
"Now You See Him, Now You Don't",Comedy
Plain Dirty,Romance
Bob & Carol & Ted & Alice,Comedy
The Littlest Rebel,Comedy
Reconstruction,Drama
Will Vinton's Claymation Christmas Celebration,Animation
Happenstance,Romance
Kops,Action
Comandante,Documentary
Undead,Horror
The Scarlet and the Black,Drama
Into the Woods,Drama
Pirates of Silicon Valley,Documentary
Manufacturing Consent: Noam Chomsky and the Media,Documentary
The Clock,Romance
Leave Her to Heaven,Drama
Rapa Nui,Adventure
Roxie Hart,Comedy
Mayor of the Sunset Strip,Documentary
Killing Me Softly,Drama
The Winter War,Drama
The Philadelphia Experiment,Science Fiction
The Wheeler Dealers,Comedy
Juice,Action
The Secret Life of Girls,Comedy
The Flim-Flam Man,Comedy
Revenge of the Pink Panther,Action
Riders,Crime
I Am Dina,Drama
The Escapist,Action
Angels with Dirty Faces,Drama
Zero for Conduct,Comedy
Shadows,Drama
Coming Out,Drama
Taxi,Action
Taxi 3,Action
Tokyo Godfathers,Animation
The Butcher,Drama
Our Hospitality,Comedy
All of Me,Fantasy
The Farmer's Daughter,Comedy
Lassie Come Home,Adventure
The Time of Your Life,Comedy
Overboard,Comedy
The Mask of Fu Manchu,Adventure
By the Light of the Silvery Moon,Comedy
BUtterfield 8,Drama
Johnny Guitar,Drama
Sister My Sister,Drama
The Exterminating Angel,Comedy
ivans xtc.,Drama
Roxanne,Comedy
Freedom Downtime,Drama
The Same River Twice,Documentary
Dr. Terror's House of Horrors,Horror
Confessions of a Burning Man,Documentary
Search and Destroy,Action
The Book of Life,Comedy
Such a Long Journey,Drama
Hard Times,Drama
Secret Society,Action
The Last Starfighter,Adventure
Tank,Action
Last Cannibal World,Adventure
Spider-Man 2,Action
America's Heart and Soul,Documentary
Before Sunset,Drama
The Clearing,Drama
King Arthur,Adventure
Anchorman: The Legend of Ron Burgundy,Comedy
Sleepover,Comedy
A Cinderella Story,Comedy
"I, Robot",Action
Maria Full of Grace,Drama
Distant Drums,Action
Follow That Dream,Drama
